Código,Título,Resumo,Temário,Modalidade aprovada,Inscrição responsável,Autores
73126,CORTICOBASAL SYNDROME: CLINICAL FEATURES AND METABOLIC IMAGING PATTERN.,"Introduction: Corticobasal Syndrome (CBS) was first considered a motor disorder with parkinsonism, dystonic and myoclonic movements. It is now also recognized as a cognitive disorder associated with several cortical features. CBS denotes the phenotype of multiple pathologies, including Corticobasal Degeneration and Alzheimers disease (AD). New diagnostic methods are being developed to predict the underlying pathology. Objectives:To investigate the prevalence of symptoms through the cognitive and movement disorders profile and compare the clinical features according to the different brain functional patterns measured with FDG-PET and SPECT, exploring the potential role of these techniques as diagnostic biomarkers. Methods: Sixteen patients with diagnosis of probable CBS were submitted to FDG-PET (14 patients) or SPECT (2 patients). They were first clinically diagnosed with CBS and investigated in relation to their movement disorders profile and cognitive symptoms. According to the FDG-PET or SPECT patterns, they were distributed into an AD group (CBS likely related to AD) and a non-AD group (CBS likely unrelated to AD). Results: mean age at presentation and schooling were 65,63 (+-8,23) and 4,63 (+- 2,99) years. Fourteen patients were submitted to FDG-PET and two realized SPECT. Twelve had a non-AD pattern and four had an AD-pattern. There were significant differences on Mini Mental Score Examination(MMSE) (AD = 5,25 +- 7,54 vs non-AD = 15,02 +- 7,24 p = 0,035) and Hoehn and Yahr (HY) scale (AD = 1,75 +- 0,86 vs non-AD = 3,54 +- 1,45 p = 0,015). Parkinsonism was present in 100%, myoclonus and dystonia in 56,3%. Apraxia was the most prevalent cognitive feature (87,5%). Aphasia and cortical sensory loss were noted in 50% and 43,8%. Only one patient had alien limb. Dystonia demonstrated a significant difference between groups as 100% presented a non-AD pattern (p=0,019). Apraxia of speech also showed a tendency to correlate to the non-AD group, as 100% had a non-AD pattern(p=0,181). Conclusion: Dystonia and apraxia of speech were most closely related to a non-AD and myoclonus to an AD functional pattern of CBS. Patients with an AD pattern had lower ACE-R and MMSE and higher HY scale scores. Functional nuclear imaging shows a potential to predict the different CBS variants while depicting their specific patterns.Two individuals with AD pattern tested positive for amyloid scan, which is associated as an evidence of AD pathology.",Neurologia Cognitiva E Do Envelhecimento,Aprovado para Apresentação Oral ,JACY BEZERRA PARMERA,"JACY BEZERRA PARMERA / Parmera, J. B. / HOSPITAL DAS CLÍNICAS DA FACULDADE DE MEDICINA DA UNIVERSIDADE DE SÃO PAULO; Jacy Bezerra Parmera / Parmera, J.B. / Hospital das Clínicas da FMUSP; Mateus Aranha / Aranha, M. / Hospital das Clínicas da FMUSP; Artur Coutinho / Coutinho, A.M / Hospital das Clínicas da FMUSP; Adalberto Studart / Studart, A. / Hospital das Clínicas da FMUSP; Carla Rachel Ono / Ono, C.R / Hospital das Clínicas da FMUSP; Egberto Reis Barbosa / Barbosa, E.R. / Hospital das Clínicas da FMUSP; Ricardo Nitrini / Nitrini, R. / Hospital das Clínicas da FMUSP; Carlos Alberto Buchpiguel / Buchpiguel, C.A. / Hospital das Clínicas da FMUSP; Sonia Dozzi Brucki / Brucki, S.D. / Hospital das Clínicas da FMUSP;"
75264,DIFFERENCES IN DEFAULT MODE NETWORK CONNECTIVITY IN MCI WITH AND WITHOUT AMYLOIDOSIS: A PRELIMINARY STUDY,"Introduction: The neural network with more biological alterations in Alzheimer´s disease (AD) is the Default Mode Network (DMN). The structures in DMN are vulnerable to the deposition of amyloid (Aβ). Research on functional connectivity (FC) in early dementia is recent, and there is still a need for more studies on the correlation between pathologic alterations and the disease natural history. One of the first stages in AD natural history is Mild Cognitive Impairment (MCI).There´s probably a difference in DMN connectivity between MCI patients with and without AD pathophysiology. Objective: To compare DMN FC in MCI subjects with AD pathophysiology (MCI- AD+, i.e., altered Aβ) versus non-AD MCI (normal Aβ levels). Methods: We recruited 70 volunteers (50 MCI and 20 controls). All subjects underwent MRI in a 3T scanner and all MCI subjects underwent lumbar puncture to evaluate Aβ42 levels. We considered as altered Aβ42: < 540 pg/mL. 11 of the MCIs were classified as non-AD MCI (normal Aβ) and 39 were MCI-AD+ (altered Aβ). Controls were used to define normal DMN mask. To identify the DMN, we placed a seed in the posterior cingulate cortex. The analyses of FC were performed by using UF2C software. Results: A paired-samples t-test was conducted to evaluate FC differences in MCI patients regarding Aβ42 status. We found that MCI-AD+ had increased FC in left hippocampus (t= 2.77, adjusted p= 0.032) in comparison with non-AD MCI. Analyses of all other regions disclosed no significant results. Conclusion: We found an increased hippocampal FC in MCI subjects in the AD spectrum (altered Aβ) in comparison with non-AD MCI. This finding may indicate that hippocampus may increase its connectivity as a compensatory mechanism only in the subjects in AD spectrum, represented by MCI-AD+ subjects. Non-AD MCI might have FC alterations in other brain networks rather than DMN. Studies with larger sample sizes are needed to confirm our findings.",Neurologia Cognitiva E Do Envelhecimento,Aprovado para Apresentação Oral ,BERNARDO LEITE PONDÉ DA LUZ,BERNARDO LEITE PONDÉ DA LUZ / Bernardo Leite Pondé da Luz / UNIVERSIDADE ESTADUAL DE CAMPINAS (UNICAMP); Thamires N. C. Magalhães / Thamires N. C. Magalhães / Universidade Estadual de Campinas; Luciana R. P. Silva / Luciana R. P. Silva / Universidade Estadual de Campinas; Ana Flávia Mac Knight Carletti / Ana Flávia Mac Knight Carletti / Universidade Estadual de Campinas; Brunno M. Campos / Brunno M. Campos / Universidade Estadual de Campinas; Fernando Cendes / Fernando Cendes / Universidade Estadual de Campinas; Marcio L. F. Balthazar / Marcio L. F. Balthazar / Universidade Estadual de Campinas;
72758,NEUROPSYCHIATRIC SYMPTOMS RELATED TO NEUROPATHOLOGIC VS. CLINICAL DIAGNOSIS OF DEMENTIA,"BACKGROUND: Neuropsychiatric symptoms such as apathy and disinhibition are associated with the clinical syndromes of both dementia of the Alzheimer-type (DAT) and behavioral variant frontotemporal dementia (bvFTD). Clinical studies suggest apathy alone or in combination with disinhibition is the most common initial symptom in bvFTD and more prevalent than in DAT. The differential frequencies of these features alone or in combination in AD vs. FTLD (Alzheimer´s disease neuropathology vs. frontotemporal lobar degeneration) have not been determined. OBJECTIVE: Amnestic dementias of the Alzheimer-type (DAT) and behavioral dementias of the frontal-type (bvFTD) can be associated with the neuropathology of either AD or FTLD. The primary aim of the present study was to compare the frequency of apathy and disinhibition in DAT and bvFTD caused by either AD or FTLD. METHODS: Retrospective analysis of data from 1304 cases with autopsy-confirmed disease in the National Alzheimer Coordinating Center (NACC) database. The frequencies of apathy, disinhibition, or the combination of both were compared in 4 groups DAT/AD (n=1055), DAT/FTLD (n=51), bvFTD/AD (n=57), bvFTD/FTLD (n=141). Chi-square analyses were used. RESULTS: In AD neuropathology, the most common symptom was apathy without disinhibition (33%; p<0.001). FTLD neuropathology was more frequently associated with the combination of apathy and disinhibition (44%; p<0.001). CONCLUSION: Neuropsychiatric symptoms such as apathy, disinhibition or the combination of the two have differential associations with AD and FTLD neuropathology. In this sample of 1304 patients, AD pathology was more frequently associated with apathy alone, whether the clinical syndrome was DAT or bvFTD. In contrast, FTLD pathology was more frequently associated with the combination of both neuropsychiatric symptoms in its clinical manifestations of either DAT or bvFTD.",Neurologia Cognitiva E Do Envelhecimento,Aprovado para Apresentação Oral ,LETIZIA GONÇALVES BORGES,"LETIZIA GONÇALVES BORGES / Borges, L. G. / NORTHWESTERN UNIVERSITY; LETIZIA G. BORGES / Borges, L. G. / NORTHWESTERN UNIVERSITY; ALFRED W. RADEMAKER / Rademaker, A. W. / NORTHWESTERN UNIVERSITY; EILEEN H. BIGIO / Bigio, E. H. / NORTHWESTERN UNIVERSITY; M-MARSEL MESULAM / Mesulam, M. M. / NORTHWESTERN UNIVERSITY; SANDRA WEINTRAUB / Weintraub, S. / NORTHWESTERN UNIVERSITY;"
73128,OROFACIAL MYOFUNCTIONAL DISORDER IN INFANTS WITH ZIKA-ASSOCIATED MICROCEPHALY,"Introduction: Children with congenital Zika syndrome (CZS) may have a high risk of orofacial myofunctional disorders (OMD), especially after the fourth month of life, when they are transitioning from reflex to voluntary swallowing. However, the clinical complications of OMD have not been studied in these children. Objective: To evaluate the prevalence of OMD in children with CZS and determine the predictors of enteral nutrition or respiratory tract infection (RTI). Methods: Hospital-based cohort of babies born during the Zikavirus outbreak. We identified CZS by head circumference at birth less than 2 standard deviations below Intergrowth standard, excluding other TORCH infections by serological assays. Two independent speech therapists evaluated anatomical structures for OMD before and during feeding. Children were followed for three main clinical outcomes: use of antibiotics or hospital admission for RTI; and indication for enteral nutrition. We constructed Kaplan Meier curves for each outcome of RTI or enteral nutrition and selected variables associated with each outcome by a log-rank p-value < 0.2. Backward selection using multivariable Cox regression was then performed including each of these variables for the combined outcome of RTI or enteral nutrition. Results: 77 children, mean age 8.6 (+/-5.4) months were evaluated. We detected OMD in the following anatomical structures: tongue in 57 (74%), lips in 43 (56%), buccinators in 44 (57%). Concordance rates for each anatomical structure for both speech therapists were excellent (kappa=0,67 to 1.0, p<0.001). Dysphagia was detected in 32 (42%) children: 28 (36%) for liquid consistency, 1 (1%) for solid and 3 (3.9%) for both consistencies. After a mean 16.5 (+/-7.4) months of follow-up, 9 (11.7%) required enteral nutrition, 25 (32.5%) required antibiotics for RTI and 22 (28.6%) were admitted due to RTI. Combined outcome occurred in 27 (35%) children. In multivariable analysis, predictors of the combined outcome were: head circumference percentile at birth (OR=0.82 per Z-score increase; 95% CI=0.70-0.97, p=0.016) and type of dysphagia (global vs absent OR=5.18; 95% CI=1.01-26.62, p=0.049). Conclusions: Children with CZS frequently present with OMD. Those with more severe microcephaly or with early dysphagia for more than one type of consistency are at high risk for RTI or enteral nutrition.",Neurologia Infantil,Aprovado para Apresentação Oral ,JOSEANE SANTOS SEIXAS ROSA BOUZON,"JOSEANE SANTOS SEIXAS ROSA BOUZON / Bouzon, J. S. S. R. / UNIVERSIDADE FEDERAL DA BAHIA; Ana Maria Fuentes / Fuentes, A.M / UNIVERSIDADE FEDERAL DA BAHIA; Adriana Marques de Mattos / Mattos, Adriana / UNIVERSIDADE FEDERAL DA BAHIA; Albert I Ko / Ko, Albert / Yale School Of Public Health, New Haven, CT, USA; Federico Costa / Costa, Federico / Yale School Of Public Health, New Haven, CT, USA; Mitermayer G Reis / Reis, Mitermayer, G / Yale School Of Public Health, New Haven, CT, USA; Nivison Nery Jr / Nery Jr, Nivison / Fundação Oswaldo Cruz Bahia; Ana Lucia Borja / Borja,Ana,lucia / UNIVERSIDADE FEDERAL DA BAHIA; Arlinda Santos Seixas Rosa / Rosa, Alinda Seixas, S / UNIVERSIDADE FEDERAL DA BAHIA; Jamary Oliveira Filho / Jamary Oliveira-Filho / UNIVERSIDADE FEDERAL DA BAHIA;"
75246,CLINICAL AND NEUROPHYSIOLOGICAL PROFILE OF ANTI-FGFR3-RELATED NEUROPATHY.,"Background: Sensory neuronopathies (SN) are disabling disorders characterized by multifocal sensory deficits, areflexia and proprioceptive ataxia. First report of SN date to 1948 and etiological diagnosis remain elusive for a significant proportion of patients. Antifibroblast growth factor receptor 3 antibodies (Anti-FGFR3) were recently described in SN patients, but it is not yet clear its impact in the clinical setting. Objective: To access the diagnostic value and the clinical/neurophysiological phenotype of Brazilian patients with anti-FGFR3+ neuropathy. Methods: We tested consecutively 42 patients with non-paraneoplastic SN followed in a tertiary neuromuscular clinic. All patients fulfilled Camdessanchés criteria for SN, were older than 18 years and signed an informed consent form. We collected data on the clinical phenotype, LANSS and SCOPA-AUT questionnaires and nerve conduction findings/autonomic evaluation of anti-FGFR3+ patients. These results were then compared with those of anti-FGFR3- patients. Descriptive statistics and non-parametric tests were used for comparisons. P < 0.05 was considered significant. Results: 16/42 patients (38%) were anti-FGFR3+. This group included 12 women with a mean age at disease onset of 43.6±6.2 years. The most common heralding symptoms were ataxia (46.6%) and numbness (40%). Sensory deficits were asymmetric in 14/16 patients, 9/16 were labeled as idiopathic SN and 7/16 had concomitant dysimmune conditions. Clinical course followed a chronic progression in 11/16 patients. Pain was present in 13/16, with neuropathic characteristics in 11/16. Mean SCOPA-AUT score was 29.5±13.4, 15/16 had at least one abnormal site in Qsweat exam and 14/16 fulfilled criteria for cardiac autonomic neuropathy. NCS findings in anti-FGFR3+ were asymmetric, non-length dependent and exclusively sensory in 12/16, 10/16 and 12/16 patients, respectively. Comparison between anti-FGFR3 + and - patients revealed no significant difference of clinical/demographical profile (p>0.05). However, anti-FGFR3+ group had greater sensory/motor disproportionate involvement as revealed by USMAR values (0.15±0.27vs.0.49±0.5,p=0.02). Conclusions: Anti-FGFR3 antibodies underlie a significant proportion of Brazilian SN patients. The average anti-FGFR3+ patient is a middle-aged woman with chronic sensory ataxia and remarkably disproportionate sensory involvement in NCS. This antibody should be included in the routine diagnostic work up of non-paraneoplastic SN.",Neuropatias Periféricas,Aprovado para Apresentação Oral ,ALBERTO ROLIM MURO MARTINEZ,"ALBERTO ROLIM MURO MARTINEZ / Martinez, A. R. M. / UNICAMP; Alberto Rolim Muro Martinez / Martinez, A. R. M. / UNICAMP; Fabricio Diniz de Lima / Lima, F. D. / UNICAMP; Karine Ferraud / Ferraud, K. / CHU de Saint-Etienne; Anamarli Nucci / Nucci, A. / UNICAMP; Jean-Christophe Antoine / Antoine, JC. / CHU de Saint-Etienne; Marcondes Cavalcante França Jr / França Jr, M. C. / UNICAMP;"
74959,EPSTEINBARR VIRUS INFECTION IN PATIENTS WITH GUILLAIN-BARRÉ SYNDROME: A PROSPECTIVE COHORT STUDY IN NORTHEAST BRAZIL,"Background. Little is known about the epidemiology and the prognostic factors of GuillainBarre syndrome (GBS) following primary infection with EpsteinBarr virus infection (EBV) in Brazil. Methods. We prospectively followed 111 patients with GBS cases who were admitted to our center from 2012 through 2017. EBV specific IgM antibodies were determined. Clinical and electrophysiologic features of the cases were considered the ones positive versus negative for EBV (groups). Results: Of the 111 GBS cases studied, 11 (10%) had detectable EBV-specific IgM antibodies. The mean age of EBV-positive GBS was younger (34,2 years), but there was no difference between groups (p=0,7388). The mean time to reach nadir was 8.2 days in the EBV-positive GBS and 7.8 days in the EBV-negative GBS (p=0,7585). Sensory loss was more common in the EBV positive GBS (90.0%) and occurred only in 48.6% EBV-negative GBS (p=0,0232). Facial palsy was more frequent in the EBV-positive GBS (90.9% X 47%; p=0,0084). There was no difference in the need for mechanical ventilation between the EBV-positive GBS and EBV-negative GBS groups, respectively, 27.7% and 18% (p=0,4327). There was also no difference in the mean days to the recovery of independent locomotion between EBV-positive GBS and EBV-negative GBS groups, respectively, 33.2 and 36.8 days (p=0.5013). In the EBV-negative BS, 10% had anti-GM1 IgG antibodies, whereas none in EBV-positive-GBS had them. One patients of the EBV-negative GBS group died. Nerve conduction study indicated that 72.7% of patients who were in the EBV-positive-GBS had the primary demyelinating form of the disease, and 9% had the primary axonal form. Conclusions: We demonstrate that EBV was common cause of antecedent infection in GBS (10%) and have different clinical pattern in comparison with the other GBS group. They develop significantly cranial nerve involvement and severe sensory loss, and were often associated with the demyelinating variety of GBS.",Neuropatias Periféricas,Aprovado para Apresentação Oral ,MARIO EMILIO TEIXERIA DOURADO JR,"MARIO EMILIO TEIXERIA DOURADO JR / Dourado, M. E. T. / Department of Integrative Medicine, UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE; Nathaly M. Coellho da Costa / Costa, N M C / Institute of Tropical Medicine of Rio Grande do Norte, Federal University of Rio Grande do Norte; Selma M B Jeronimo / Jeronimo S M B / Institute of Tropical Medicine of Rio Grande do Norte, Federal University of Rio Grande do Norte;"
73968,"PRIMARY NEURAL LEPROSY: CLINICAL, SEROLOGICAL, MOLECULAR, AND NEUROPHYSIOLOGICAL ASPECTS.","Introduction: Leprosy neuropathy is considered the most common peripheral neuropathy of infectious etiology worldwide, representing a public health problem. Clinical diagnosis of primary neural leprosy (PNL) is challenging, since no skin lesions are found and the slit skin smear bacilloscopy is negative. Objectives: Characterize the clinical, molecular, serological and neurophysiological aspects in patients with PNL. Methodology: 70 individuals with diagnosis of PNL were recruited among 317 new cases from July 2014 to July 2016 treated in a national reference center of leprosy in Brazil. All the individuals were submitted to a clinical, serological, molecular and electroneuromyographic evaluation. Results: The average age was 42.9 (±17.3) years, and 52.9% (37/70) were male. 61.4% (43/70) were clearly symptomatic. All symptomatic patients (61.4%; 43/70) presented an asymmetric neural impairment, with a predominance of sensory symptoms, particularly hypoesthesia, paresthesia and pain, evidenced by thermal, painful and tactile impairment, in addition to an intradermic sensory involvement in 69.8% (30/43). Deep reflexes and vibration sensation changes were present in 8.6% (6/70), while 30% (21/70) complained of muscular weakness and/or amyotrophy. Neural thickening was observed in 58.6% (41/70), of which 75.6% (31/41) presented focal myelin impairments in the electroneuromyographic evaluation. Electroneuromyography showed a pattern of mononeuropathy in 51.4% (36/70) and an average of 2.3 altered nerves per patient. The most frequently affected nerve was the ulnar in the elbow segment (34.4%). Positivity for ELISA anti-PGL1 was 52.9% (37/70), while the qPCR of slit skin smear was 78.6% (55/70). The qPCR of nerve biopsies was positive in 60.8% (17/28). Patients with multiple mononeuropathy patterns showed lower levels of anti-PGL-1 (p=0.0006), and higher frequency of neural thickening (p=0.0008) and sensory symptoms (p=0.01) than those with mononeuropathy. The positivity of qPCR in slit skin smears was smaller in this group (p=0.03). Conclusion: Immunological, molecular, and neurophysiological tools must be implemented for diagnosing primary neural leprosy to achieve effective treatment and reduction of its resultant disabilities that still represent a public health problem in several developing nations. We propose an algorithm and recommendations for the diagnosis of primary neural leprosy based on the combination of the three clinical-laboratorial tools.",Neuropatias Periféricas,Aprovado para Apresentação Oral ,DIOGO FERNANDES DOS SANTOS,"DIOGO FERNANDES DOS SANTOS / Santos, D. F. d. / UNIVERSIDADE FEDERAL DE UBERLÂNDIA; Matheus Rocha Mendonça / Mendonça, M. R. / UNIVERSIDADE FEDERAL DE UBERLANDIA; Douglas Eulálio Antunes / Antunes, D. E. / UNIVERSIDADE FEDERAL DE UBERLANDIA; Raquel Campos Pereira / Pereira, R. C. / UNIVERSIDADE FEDERAL DE UBERLANDIA; Luiz Ricardo Goulart / Goulart, L. R. / UNIVERSIDADE FEDERAL DE UBERLANDIA; Isabela Maria Bernardes Goulart / Goulart, I. M. B. / UNIVERSIDADE FEDERAL DE UBERLANDIA;"
71691,NEUROPROTECTIVE AND REPAIRING PROPERTIES OF THE PHOSPHODIESTERASE INHIBITOR PENTOXIFYLLINE IN THE RAT CENTRAL NERVOUS SYSTEM AFTER INJURY,"Pentoxyfilline (PTX) is a methylated xanthine and a nonselective phosphodiesterase inhibitor that depresses the activation of glial cells, whose responses induce oxidative stress and neural tissue damage during inflammation. Ethidium bromide (EB) injection into the brain causes local oligodendroglial and astrocytic loss, resulting in primary demyelination, neuroinflammation and peripheral astrogliosis by surviving astrocytes around the injury site, with increased expression of glial fibrillary acidic protein (GFAP). This investigation aimed to evaluate the capacity of PTX of affecting glial cell behaviour during the process of demyelination-remyelination and of altering cytokine release and lipid peroxidation (measured through its byproducts TBARS or thiobarbituric acid reactive species) in the plasma and and brain. Male Wistar rats were injected with 0.1% EB or 0.9% saline solution into the cisterna pontis and treated or not with PTX (25 mg/kg/day, intraperitoneal route) during the experimental period. Brainstem samples were collected on days 7, 15, 21 and 31 following the intracisternal injection and were processed for light and transmission electron microscopy as well as for GFAP immunohistochemistry. Astrocytic reactivity was assessed by morphometry and a semi-quantitative method was used for documenting in semithin sections the extent and nature of remyelination following the gliotoxic lesion. Plasma and brains were also collected for TBARS and cytokines (IL-1beta, TNF-alpha and IL-6, measured by ELISA). Results showed that PTX treatment decreased serum and brain levels of TBARS, and cytokines IL-1beta and TNF-alpha (but not IL-6) in the brain of EB-injected rats until day 15. PTX also reduced GFAP expression until day 21 and increased oligodendroglial remyelination examined on day 31. Schwann cell remyelination was noted in EB-injected rats treated or not with PTX. These data suggest that PTX stimulates remyelination, decreases both inflammation and redox imbalances and may have a preventive role in glial scar development following gliotoxic injury.",Neurorreabilitação,Aprovado para Apresentação Oral ,EDUARDO FERNANDES BONDAN,"Eduardo Fernandes Bondan / Bondan, E.F. / Universidade Paulista; Carolina Vieira Cardoso / Cardoso, C.V. / Universidade Paulista; Maria de Fátima Monteiro Martins / Martins, M.F.M. / Universidade Cruzeiro do Sul;"
73545,VIRTUAL REALITY REHABILITATION IN ADULTS WITH SPINOCEREBELLAR ATAXIA,"Introduction: Spinocerebellar ataxias (SCAs) are a heterogeneous group of neurodegenerative diseases. They are characterized by the presence of progressive cerebellar ataxia, whose initial clinical manifestations are deterioration of balance, coordination, and eye disorders. Objective: To verify the effect of a balance rehabilitation program using virtual reality (VR) in patients suffering from SCAs. Method: A prospective observational study was carried out with 28 patients with SCAs, eight females and 20 males, between 15 and 70 years of age (mean age of 41.5 years, standard deviation of 16.9 years). Patients were submitted to anamnesis, otorhinolaryngological and vestibular screening, Dizziness Handicap Inventory (DHI), Berg Balance Scale (BBS) and SF-36 questionnaire, applied before and after rehabilitation with VR. Result: a) The most reported otoneurological complaints during anamnesis were: imbalance (85.7%), fall (28.5%), dizziness (17.8%), diplopia (10.7%) and tremor (7.1%); b) Final scoring of questionnaires DHI and BBS was better after rehabilitation; c) SF-36 questionnaire showed significant change in the following aspects: functional capacity for the Soccer Heading, Table Tilt e Tightrope games (P <0,05), pain and mental health for the Ski Slalom game (P <0,05); d) There was significant patients improvement in the post-rehabilitation assessment with VR in all games used (Soccer Heading, Tightrope, Table Tilt e Ski Slalom) (P <0.05). Conclusion: We can point out the importance of rehabilitation with VR in sufferers from SCAs due to the fostered benefits. There was improvement in the related disease symptoms, mainly balance and gait, reducing frequency of falls, increasing patients self-confidence and promoting physical and psychological recovery, proportionally fostering their quality of life.",Neurorreabilitação,Aprovado para Apresentação Oral ,BIANCA SIMONE ZEIGELBOIM,"Hélio Afonso Guizoni Teive / Teive, H.A.G. / Universidade Federal do Paraná; Bianca Simone Zeigelboim / Zeigelboim, B.S. / Universidade Tuiuti do Paraná; Geslaine Santos / Santos, G / Instituto Federal do Paraná; Maria Severiano / Severiano, M / Instituto Federal do Paraná; Neliana Mello / Mello, N / Universidade Federal do Paraná; Jéssica Malisky / Malisky, J / Universidade Tuiuti do Paraná; Michéli Rosa / Rosa, M / Universidade Tuiuti do Paraná; Maria Renata José / José, M. R / Universidade Tuiuti do Paraná; Vinicius Fonseca / Fonseca, V / Universidade Tuiuti do Paraná;"
72848,INFLUENCE OF RISK OF OBSTRUCTIVE SLEEP APNEA ON CEREBRAL VASOREACTIVITY IN PATIENTS WITH STROKE,"Introduction: Obstructive sleep apnea (OSA) is present in 60-70% of stroke patients. The underlying pathogenic mechanisms of cerebrovascular disease in OSA are not well elucidated. Cerebral vasoreactivity in patients with stroke and OSA has not been studied and could identify a new pathophysiological mechanism with potential therapeutic intervention. Therefore, we aimed to investigate cerebrovascular reactivity in stroke patients with different risk categories for OSA. Methods: Cross-sectional study of a cohort of patients with stroke, using clinical questionnaires (SOS score and STOP-BANG score) to assess the risk of OSA and transcranial Doppler (TCD) to assess cerebral vasoreactivity (breath holding index-BHI- and visual evoked potential). Results: 84 patients were included, 73% with medium or high risk for OSA (STOP-BANG 3.48 ± 1.57, SOS score 15.46 ± 7.40); 57 performed TCD. Mean BHI was 0.48 +/- 0.37; visual evoked potential 0.10 +/- 0.05, with 41 (74%) showing low vasorreactivity (BHI < 0.69). Vasorreactivity did not correlate with risk of OSA (p>0.1). Systemic hypertension was the main risk factor associated with both impaired vasorreactivity and OSA risk. Conclusion: There is a high risk of OSA and impaired vasorreactivity in the population that suffered a stroke, but OSA does not seem to directly impact cerebral vasorreactivity.",Neurossonologia,Aprovado para Apresentação Oral ,PEDRO JOSÉ RAMIRO MUIÑOS,"Renan Carvalho Castello Branco / Castello Branco, R. C. / UNIVERSIDADE FEDERAL DA BAHIA; Thiago Cerqueira Silva / Silva, T. C. / UNIVERSIDADE FEDERAL DA BAHIA; Alisson Lima Andrade / Andrade, A. L. A. / UNIVERSIDADE FEDERAL DA BAHIA; Louise Medeiros Porto / Porto, L. M. / UNIVERSIDADE FEDERAL DA BAHIA; Iuri Ferreira Félix / Félix, I. F. / UNIVERSIDADE FEDERAL DA BAHIA; Leila Souza Brito Santos / Santos, L. S. B. / UNIVERSIDADE FEDERAL DA BAHIA; Maria Eduarda Lisbôa Marques / Marques, M. E. L. / UNIVERSIDADE FEDERAL DA BAHIA; Murilo Araújo Oliveira / Oliveira, M. A. / UNIVERSIDADE FEDERAL DA BAHIA; Renata Martins Maia / Maia, R. M. / UNIVERSIDADE FEDERAL DA BAHIA; Jamary Oliveira Filho / Oliveira-Filho, J. / UNIVERSIDADE FEDERAL DA BAHIA;"
73570,WHITE-MATTER PATHWAYS IN PRIMARY RESTLESS LEGS SYNDROME/ WILLIS-EKBOM DISEASE ASSESSED BY PROBABILISTIC TRACTOGRAPHY,"Introduction: Restless Legs Syndrome (RLS/WED), also known as Willis-Ekbom disease, is a potentially disabling sensorimotor disorder characterized by an urge to move the limbs (mostly the legs), associated with unpleasant sensations that usually begin or worsen during rest and are alleviated by movement. More recently, subtle abnormalities in the white matter micro-organization, detected by Diffusion tensor Imaging (DTI), have attracted attention in RLS/WED. Tractography estimates the representation of white matter fiber bundles and allows extraction of quantitative parameters from isolated tracts. Objective: To analyze DTI metrics extracted from pathways likely involved in RLS/WED pathomecanisms. Age and gender-matched controls were recruited among hospital workers and acquaintances of the researchers. History and physical examination, including neurological examination, were performed in both RLS/WED and control subjects. Diffusion MRI scans were acquired on a Siemens 3,0T Tim Trio, with 30 non-collinear directions. Probabilistic tractography of the corticospinal tract, was performed in 38 RLS/WED subjects and 24 controls with FSL-PROBTRACKx. DTI metrics (FA, AD, MD and RD) were extracted from the following tracts-of-interest: corticospinal tract, thalamic radiations (superior and posterior), corpus callosum (forceps minor and major), medial lemniscus and cerebellar peduncle. Results: In the RLS/WED group, both MD and RD were decreased in the forceps major, however, none of these differences survived after correction for multiple comparisons. Conclusion: We encourage replicability of our findings with more sophisticated acquisitions and application of non-tensor-based models, such as HARDI, for better precision in estimating metrics in regions of crossing-fibers.",Sono,Aprovado para Apresentação Oral ,ADRIANA BASTOS CONFORTO,"Joselisa Péres Queiroz de Paiva / de Paiva, J.P.Q. / Hospital Israelita Albert Einstein; Samir Câmara Magalhães / Magalhães, S.C. / HOSPITAL ISRAELITA ALBERT EINSTEIN; Luciana Monteiro de Moura / Moura, L.M. / UNIVERSIDADE FEDERAL DO ABC (UFABC); Gilmar Fernandes do Prado / Prado, G.F. / UNIVERSIDADE FEDERAL DE SÃO PAULO (UNIFESP); Alan Luiz Eckeli / Eckeli, A.L. / HOSPITAL DAS CLÍNICAS DA FACULDADE DE MEDICINA DA UNIVERISDADE DE SÃO PAULO - RIBEIRÃO PRETO; João Ricardo Sato / Sato, J.R. / UNIVERSIDADE FEDERAL DO ABC (UFABC); Edson Amaro Jr. / Junior, E.A. / HOSPITAL ISRAELITA ALBERT EINSTEIN; Adriana Bastos Conforto / Conforto, A.B. / HOSPITAL DAS CLÍNICAS DA FACULDADE DE MEDICINA DA UNIVERISDADE DE SÃO PAULO - RIBEIRÃO PRETO;"
